ETIQUETA,NUMERO ANTERIOR,TIPO,DESCRIPCIÓN,MODELO,SERIE
44014,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44015,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44016,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44017,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44018,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44019,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44020,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44021,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44022,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44023,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44024,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44025,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44026,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44027,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44028,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44029,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44030,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44031,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44032,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
